"Codigo";"Descripcion";"Clasificador";"Indice_IPC";"v_m_IPC";"v_i_a_IPC";"Region";"Periodo_codificado"
09;Recreación y cultura;Nivel general y divisiones COICOP;533.2415;2.50;41.40;Cuyo;Noviembre - 2021
09;Recreación y cultura;Nivel general y divisiones COICOP;530.3905;1.10;45.20;Patagonia;Noviembre - 2021
09;Recreación y cultura;Nivel general y divisiones COICOP;547.4789;1.50;48.80;Nacional;Noviembre - 2021
10;Educación;Nivel general y divisiones COICOP;513.5276;0.40;59.70;GBA;Noviembre - 2021
10;Educación;Nivel general y divisiones COICOP;439.5251;1.70;54.90;Pampeana;Noviembre - 2021
10;Educación;Nivel general y divisiones COICOP;458.4926;0.00;39.50;Noreste;Noviembre - 2021
10;Educación;Nivel general y divisiones COICOP;512.027;0.60;48.90;Noroeste;Noviembre - 2021
10;Educación;Nivel general y divisiones COICOP;418.9341;1.80;41.80;Cuyo;Noviembre - 2021
10;Educación;Nivel general y divisiones COICOP;370.3765;0.50;38.80;Patagonia;Noviembre - 2021
10;Educación;Nivel general y divisiones COICOP;474.3662;0.80;54.60;Nacional;Noviembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;541.9437;6.00;67.00;GBA;Noviembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;546.1543;4.40;60.40;Pampeana;Noviembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;538.4972;5.80;61.60;Noreste;Noviembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;552.5696;3.40;60.30;Noroeste;Noviembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;575.5834;4.10;64.90;Cuyo;Noviembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;484.7825;2.10;56.90;Patagonia;Noviembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;543.1712;5.00;63.40;Nacional;Noviembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;488.4307;2.00;36.50;GBA;Noviembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;483.8945;1.90;37.50;Pampeana;Noviembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;512.8019;2.20;37.80;Noreste;Noviembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;489.8833;2.90;36.60;Noroeste;Noviembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;478.4907;2.60;34.90;Cuyo;Noviembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;487.4847;1.90;36.70;Patagonia;Noviembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;487.5849;2.00;36.80;Nacional;Noviembre - 2021
Estacional;Na;Categorias;598.9655;-1.50;48.70;GBA;Noviembre - 2021
Estacional;Na;Categorias;575.9227;2.30;46.00;Pampeana;Noviembre - 2021
Estacional;Na;Categorias;554.1045;2.10;42.30;Noreste;Noviembre - 2021
Estacional;Na;Categorias;571.8814;2.40;41.70;Noroeste;Noviembre - 2021
Estacional;Na;Categorias;548.1173;1.40;38.20;Cuyo;Noviembre - 2021
Estacional;Na;Categorias;543.8181;3.00;52.80;Patagonia;Noviembre - 2021
Estacional;Na;Categorias;581.892;0.50;46.60;Nacional;Noviembre - 2021
Núcleo;Na;Categorias;567.7171;3.30;54.90;GBA;Noviembre - 2021
Núcleo;Na;Categorias;589.4946;3.30;56.00;Pampeana;Noviembre - 2021
Núcleo;Na;Categorias;603.0809;3.50;56.10;Noreste;Noviembre - 2021
Núcleo;Na;Categorias;582.5551;3.00;55.70;Noroeste;Noviembre - 2021
Núcleo;Na;Categorias;602.6605;3.20;57.00;Cuyo;Noviembre - 2021
Núcleo;Na;Categorias;567.1807;2.40;55.40;Patagonia;Noviembre - 2021
Núcleo;Na;Categorias;579.5414;3.30;55.50;Nacional;Noviembre - 2021
Regulados;Na;Categorias;470.1643;0.80;39.40;GBA;Noviembre - 2021
Regulados;Na;Categorias;497.0816;1.20;38.10;Pampeana;Noviembre - 2021
Regulados;Na;Categorias;510.2527;1.40;38.00;Noreste;Noviembre - 2021
Regulados;Na;Categorias;529.3194;1.60;40.90;Noroeste;Noviembre - 2021
Regulados;Na;Categorias;525.0234;1.30;39.60;Cuyo;Noviembre - 2021
Regulados;Na;Categorias;531.8697;0.80;38.40;Patagonia;Noviembre - 2021
Regulados;Na;Categorias;490.2282;1.00;39.00;Nacional;Noviembre - 2021
B;Na;Bienes y servicios;602.1666;2.20;52.80;GBA;Noviembre - 2021
B;Na;Bienes y servicios;610.6688;2.90;54.50;Pampeana;Noviembre - 2021
B;Na;Bienes y servicios;609.123;3.00;53.70;Noreste;Noviembre - 2021
B;Na;Bienes y servicios;596.2835;2.80;53.90;Noroeste;Noviembre - 2021
B;Na;Bienes y servicios;618.1636;2.70;54.80;Cuyo;Noviembre - 2021
B;Na;Bienes y servicios;596.2812;2.30;54.90;Patagonia;Noviembre - 2021
B;Na;Bienes y servicios;605.5459;2.50;53.70;Nacional;Noviembre - 2021
S;Na;Bienes y servicios;470.7321;2.40;47.60;GBA;Noviembre - 2021
S;Na;Bienes y servicios;474.6204;2.60;42.90;Pampeana;Noviembre - 2021
S;Na;Bienes y servicios;482.8227;2.80;41.80;Noreste;Noviembre - 2021
S;Na;Bienes y servicios;497.0557;2.30;42.00;Noroeste;Noviembre - 2021
S;Na;Bienes y servicios;485.9821;2.40;40.70;Cuyo;Noviembre - 2021
S;Na;Bienes y servicios;460.308;1.80;41.70;Patagonia;Noviembre - 2021
S;Na;Bienes y servicios;474.6729;2.40;44.70;Nacional;Noviembre - 2021
0;Nivel general;Nivel general y divisiones COICOP;570.9981;4.10;51.40;GBA;Diciembre - 2021
0;Nivel general;Nivel general y divisiones COICOP;590.0958;3.50;50.50;Pampeana;Diciembre - 2021
0;Nivel general;Nivel general y divisiones COICOP;606.2078;4.40;49.70;Noreste;Diciembre - 2021
0;Nivel general;Nivel general y divisiones COICOP;594.7475;4.00;50.80;Noroeste;Diciembre - 2021
0;Nivel general;Nivel general y divisiones COICOP;602.829;3.90;50.60;Cuyo;Diciembre - 2021
0;Nivel general;Nivel general y divisiones COICOP;574.4506;3.10;51.60;Patagonia;Diciembre - 2021
0;Nivel general;Nivel general y divisiones COICOP;582.4575;3.80;50.90;Nacional;Diciembre - 2021
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;596.9322;3.90;50.40;GBA;Diciembre - 2021
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;618.9266;4.60;50.80;Pampeana;Diciembre - 2021
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;649.2519;5.80;48.60;Noreste;Diciembre - 2021
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;621.3492;4.70;49.50;Noroeste;Diciembre - 2021
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;634.2376;4.40;50.10;Cuyo;Diciembre - 2021
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;572.9915;3.00;49.80;Patagonia;Diciembre - 2021
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;609.3311;4.30;50.30;Nacional;Diciembre - 2021
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;488.4483;5.20;53.40;GBA;Diciembre - 2021
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;491.4747;5.70;56.70;Pampeana;Diciembre - 2021
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;522.3454;6.10;61.50;Noreste;Diciembre - 2021
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;501.3694;5.30;57.50;Noroeste;Diciembre - 2021
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;491.4649;5.20;54.10;Cuyo;Diciembre - 2021
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;485.9358;4.80;50.60;Patagonia;Diciembre - 2021
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;491.9092;5.40;55.10;Nacional;Diciembre - 2021
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;642.0981;5.40;67.20;GBA;Diciembre - 2021
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;617.2162;3.70;62.60;Pampeana;Diciembre - 2021
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;576.8095;5.30;62.70;Noreste;Diciembre - 2021
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;597.0226;4.90;60.40;Noroeste;Diciembre - 2021
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;589.8435;6.40;61.40;Cuyo;Diciembre - 2021
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;559.3276;4.00;65.90;Patagonia;Diciembre - 2021
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;621.094;4.80;64.60;Nacional;Diciembre - 2021
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;464.4451;2.50;29.60;GBA;Diciembre - 2021
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;465.594;1.90;24.70;Pampeana;Diciembre - 2021
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;506.5422;1.70;31.50;Noreste;Diciembre - 2021
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;544.3789;1.60;33.00;Noroeste;Diciembre - 2021
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;525.6726;1.30;27.60;Cuyo;Diciembre - 2021
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;508.8212;1.90;32.20;Patagonia;Diciembre - 2021
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;476.8025;2.10;28.30;Nacional;Diciembre - 2021
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;588.3098;3.50;47.50;GBA;Diciembre - 2021
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;575.2217;3.40;46.00;Pampeana;Diciembre - 2021
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;583.7987;2.90;41.80;Noreste;Diciembre - 2021
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;562.3634;2.80;44.20;Noroeste;Diciembre - 2021
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;578.282;3.50;48.90;Cuyo;Diciembre - 2021
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;610.421;3.40;48.70;Patagonia;Diciembre - 2021
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;582.338;3.40;46.60;Nacional;Diciembre - 2021
06;Salud;Nivel general y divisiones COICOP;603.1502;0.40;50.90;GBA;Diciembre - 2021
06;Salud;Nivel general y divisiones COICOP;676.9793;0.40;52.60;Pampeana;Diciembre - 2021
06;Salud;Nivel general y divisiones COICOP;703.9309;0.90;53.10;Noreste;Diciembre - 2021
06;Salud;Nivel general y divisiones COICOP;681.7927;0.90;52.10;Noroeste;Diciembre - 2021
06;Salud;Nivel general y divisiones COICOP;701.0687;0.90;53.60;Cuyo;Diciembre - 2021
06;Salud;Nivel general y divisiones COICOP;653.4482;0.50;50.90;Patagonia;Diciembre - 2021
06;Salud;Nivel general y divisiones COICOP;645.1434;0.50;51.80;Nacional;Diciembre - 2021
07;Transporte;Nivel general y divisiones COICOP;597.0836;6.70;55.70;GBA;Diciembre - 2021
07;Transporte;Nivel general y divisiones COICOP;672.1835;3.60;58.40;Pampeana;Diciembre - 2021
07;Transporte;Nivel general y divisiones COICOP;680.117;3.20;59.40;Noreste;Diciembre - 2021
07;Transporte;Nivel general y divisiones COICOP;607.1622;3.60;56.70;Noroeste;Diciembre - 2021
07;Transporte;Nivel general y divisiones COICOP;697.5245;3.70;61.60;Cuyo;Diciembre - 2021
07;Transporte;Nivel general y divisiones COICOP;732.656;3.80;64.50;Patagonia;Diciembre - 2021
07;Transporte;Nivel general y divisiones COICOP;637.3158;4.90;57.60;Nacional;Diciembre - 2021
08;Comunicación;Nivel general y divisiones COICOP;495.7511;1.50;35.60;GBA;Diciembre - 2021
08;Comunicación;Nivel general y divisiones COICOP;500.9088;2.00;34.50;Pampeana;Diciembre - 2021
08;Comunicación;Nivel general y divisiones COICOP;504.9998;2.10;38.40;Noreste;Diciembre - 2021
08;Comunicación;Nivel general y divisiones COICOP;538.9656;2.20;38.40;Noroeste;Diciembre - 2021
08;Comunicación;Nivel general y divisiones COICOP;477.3203;2.40;35.40;Cuyo;Diciembre - 2021
08;Comunicación;Nivel general y divisiones COICOP;470.3278;2.20;41.00;Patagonia;Diciembre - 2021
08;Comunicación;Nivel general y divisiones COICOP;498.8013;1.80;35.80;Nacional;Diciembre - 2021
09;Recreación y cultura;Nivel general y divisiones COICOP;575.0976;4.50;48.40;GBA;Diciembre - 2021
09;Recreación y cultura;Nivel general y divisiones COICOP;568.3825;3.50;46.50;Pampeana;Diciembre - 2021
09;Recreación y cultura;Nivel general y divisiones COICOP;559.7483;2.60;42.30;Noreste;Diciembre - 2021
09;Recreación y cultura;Nivel general y divisiones COICOP;566.2902;3.60;47.70;Noroeste;Diciembre - 2021
09;Recreación y cultura;Nivel general y divisiones COICOP;554.582;4.00;42.70;Cuyo;Diciembre - 2021
09;Recreación y cultura;Nivel general y divisiones COICOP;547.4848;3.20;47.10;Patagonia;Diciembre - 2021
09;Recreación y cultura;Nivel general y divisiones COICOP;569.1202;4.00;47.00;Nacional;Diciembre - 2021
10;Educación;Nivel general y divisiones COICOP;521.8127;1.60;62.30;GBA;Diciembre - 2021
10;Educación;Nivel general y divisiones COICOP;441.5079;0.50;55.40;Pampeana;Diciembre - 2021
10;Educación;Nivel general y divisiones COICOP;461.763;0.70;40.50;Noreste;Diciembre - 2021
10;Educación;Nivel general y divisiones COICOP;512.0955;0.00;48.40;Noroeste;Diciembre - 2021
10;Educación;Nivel general y divisiones COICOP;423.0259;1.00;42.90;Cuyo;Diciembre - 2021
10;Educación;Nivel general y divisiones COICOP;370.3765;0.00;39.30;Patagonia;Diciembre - 2021
10;Educación;Nivel general y divisiones COICOP;479.1164;1.00;56.10;Nacional;Diciembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;575.9063;6.30;68.10;GBA;Diciembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;571.515;4.60;62.00;Pampeana;Diciembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;588.6231;9.30;66.30;Noreste;Diciembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;596.8212;8.00;67.30;Noroeste;Diciembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;609.5021;5.90;65.90;Cuyo;Diciembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;507.5991;4.70;60.20;Patagonia;Diciembre - 2021
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;575.1289;5.90;65.40;Nacional;Diciembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;502.3516;2.90;38.50;GBA;Diciembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;501.0846;3.60;39.60;Pampeana;Diciembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;528.0944;3.00;39.80;Noreste;Diciembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;507.6875;3.60;38.80;Noroeste;Diciembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;497.3125;3.90;36.10;Cuyo;Diciembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;498.3815;2.20;36.70;Patagonia;Diciembre - 2021
12;Bienes y servicios varios;Nivel general y divisiones COICOP;503.0842;3.20;38.80;Nacional;Diciembre - 2021
Estacional;Na;Categorias;629.1429;5.00;53.70;GBA;Diciembre - 2021
Estacional;Na;Categorias;590.7325;2.60;48.60;Pampeana;Diciembre - 2021
Estacional;Na;Categorias;575.5765;3.90;42.00;Noreste;Diciembre - 2021
Estacional;Na;Categorias;586.44;2.50;42.50;Noroeste;Diciembre - 2021
Estacional;Na;Categorias;559.6926;2.10;41.60;Cuyo;Diciembre - 2021
Estacional;Na;Categorias;558.6194;2.70;56.10;Patagonia;Diciembre - 2021
Estacional;Na;Categorias;603.6269;3.70;50.10;Nacional;Diciembre - 2021
Núcleo;Na;Categorias;593.9007;4.60;55.10;GBA;Diciembre - 2021
Núcleo;Na;Categorias;613.414;4.10;54.40;Pampeana;Diciembre - 2021
Núcleo;Na;Categorias;634.0698;5.10;54.00;Noreste;Diciembre - 2021
Núcleo;Na;Categorias;610.4119;4.80;54.90;Noroeste;Diciembre - 2021
Núcleo;Na;Categorias;632.0264;4.90;55.90;Cuyo;Diciembre - 2021
Núcleo;Na;Categorias;587.2114;3.50;55.20;Patagonia;Diciembre - 2021
Núcleo;Na;Categorias;605.1759;4.40;54.90;Nacional;Diciembre - 2021
Regulados;Na;Categorias;477.4545;1.60;38.10;GBA;Diciembre - 2021
Regulados;Na;Categorias;506.7465;1.90;36.70;Pampeana;Diciembre - 2021
Regulados;Na;Categorias;517.559;1.40;36.80;Noreste;Diciembre - 2021
Regulados;Na;Categorias;540.1475;2.00;40.80;Noroeste;Diciembre - 2021
Regulados;Na;Categorias;532.2984;1.40;37.90;Cuyo;Diciembre - 2021
Regulados;Na;Categorias;541.1245;1.70;37.40;Patagonia;Diciembre - 2021
Regulados;Na;Categorias;498.6315;1.70;37.70;Nacional;Diciembre - 2021
B;Na;Bienes y servicios;625.804;3.90;53.90;GBA;Diciembre - 2021
B;Na;Bienes y servicios;632.8328;3.60;53.50;Pampeana;Diciembre - 2021
B;Na;Bienes y servicios;638.2137;4.80;51.60;Noreste;Diciembre - 2021
B;Na;Bienes y servicios;621.304;4.20;53.00;Noroeste;Diciembre - 2021
B;Na;Bienes y servicios;643.8415;4.20;54.30;Cuyo;Diciembre - 2021
B;Na;Bienes y servicios;615.6196;3.20;54.80;Patagonia;Diciembre - 2021
B;Na;Bienes y servicios;628.9364;3.90;53.70;Nacional;Diciembre - 2021
S;Na;Bienes y servicios;491.0588;4.30;47.00;GBA;Diciembre - 2021
S;Na;Bienes y servicios;489.7927;3.20;42.00;Pampeana;Diciembre - 2021
S;Na;Bienes y servicios;496.5583;2.80;41.60;Noreste;Diciembre - 2021
S;Na;Bienes y servicios;514.3508;3.50;43.00;Noroeste;Diciembre - 2021
S;Na;Bienes y servicios;501.2775;3.10;40.00;Cuyo;Diciembre - 2021
S;Na;Bienes y servicios;472.2962;2.60;42.20;Patagonia;Diciembre - 2021
S;Na;Bienes y servicios;492.1334;3.70;44.20;Nacional;Diciembre - 2021
0;Nivel general;Nivel general y divisiones COICOP;593.4219;3.90;52.40;GBA;Enero - 2022
0;Nivel general;Nivel general y divisiones COICOP;612.8039;3.80;49.40;Pampeana;Enero - 2022
0;Nivel general;Nivel general y divisiones COICOP;626.964;3.40;48.40;Noreste;Enero - 2022
0;Nivel general;Nivel general y divisiones COICOP;618.7562;4.00;48.70;Noroeste;Enero - 2022
0;Nivel general;Nivel general y divisiones COICOP;627.2454;4.10;50.10;Cuyo;Enero - 2022
0;Nivel general;Nivel general y divisiones COICOP;595.088;3.60;50.90;Patagonia;Enero - 2022
0;Nivel general;Nivel general y divisiones COICOP;605.0317;3.90;50.70;Nacional;Enero - 2022
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;627.7655;5.20;52.10;GBA;Enero - 2022
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;650.1235;5.00;49.80;Pampeana;Enero - 2022
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;674.0474;3.80;46.20;Noreste;Enero - 2022
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;652.6955;5.00;48.90;Noroeste;Enero - 2022
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;661.1272;4.20;48.90;Cuyo;Enero - 2022
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;594.3726;3.70;50.10;Patagonia;Enero - 2022
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;639.405;4.90;50.50;Nacional;Enero - 2022
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;496.2309;1.60;49.70;GBA;Enero - 2022
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;501.8449;2.10;52.40;Pampeana;Enero - 2022
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;532.7393;2.00;57.70;Noreste;Enero - 2022
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;509.5106;1.60;52.50;Noroeste;Enero - 2022
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;499.5304;1.60;50.10;Cuyo;Enero - 2022
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;494.2947;1.70;46.90;Patagonia;Enero - 2022
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;500.7578;1.80;51.10;Nacional;Enero - 2022
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;654.9264;2.00;70.40;GBA;Enero - 2022
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;633.2557;2.60;63.10;Pampeana;Enero - 2022
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;590.6718;2.40;65.20;Noreste;Enero - 2022
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;616.96;3.30;59.60;Noroeste;Enero - 2022
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;606.5101;2.80;59.60;Cuyo;Enero - 2022
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;577.6344;3.30;68.60;Patagonia;Enero - 2022
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;635.994;2.40;66.30;Nacional;Enero - 2022
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;469.0176;1.00;32.10;GBA;Enero - 2022
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;475.309;2.10;24.10;Pampeana;Enero - 2022
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;519.3987;2.50;33.60;Noreste;Enero - 2022
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;555.8413;2.10;26.90;Noroeste;Enero - 2022
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;541.3698;3.00;28.40;Cuyo;Enero - 2022
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;531.3974;4.40;36.20;Patagonia;Enero - 2022
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;485.193;1.80;29.10;Nacional;Enero - 2022
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;609.4198;3.60;48.70;GBA;Enero - 2022
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;592.6635;3.00;46.10;Pampeana;Enero - 2022
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;601.7708;3.10;42.20;Noreste;Enero - 2022
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;583.4295;3.70;45.20;Noroeste;Enero - 2022
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;597.4841;3.30;47.20;Cuyo;Enero - 2022
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;625.5239;2.50;46.60;Patagonia;Enero - 2022
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;601.6662;3.30;47.10;Nacional;Enero - 2022
06;Salud;Nivel general y divisiones COICOP;632.4334;4.90;53.30;GBA;Enero - 2022
06;Salud;Nivel general y divisiones COICOP;701.8927;3.70;53.20;Pampeana;Enero - 2022
06;Salud;Nivel general y divisiones COICOP;728.1871;3.40;52.70;Noreste;Enero - 2022
06;Salud;Nivel general y divisiones COICOP;702.8572;3.10;49.10;Noroeste;Enero - 2022
06;Salud;Nivel general y divisiones COICOP;726.7274;3.70;54.30;Cuyo;Enero - 2022
06;Salud;Nivel general y divisiones COICOP;675.7371;3.40;51.30;Patagonia;Enero - 2022
06;Salud;Nivel general y divisiones COICOP;671.6729;4.10;52.90;Nacional;Enero - 2022
07;Transporte;Nivel general y divisiones COICOP;608.8994;2.00;54.40;GBA;Enero - 2022
07;Transporte;Nivel general y divisiones COICOP;695.7262;3.50;55.30;Pampeana;Enero - 2022
07;Transporte;Nivel general y divisiones COICOP;700.9185;3.10;54.50;Noreste;Enero - 2022
07;Transporte;Nivel general y divisiones COICOP;623.3426;2.70;50.30;Noroeste;Enero - 2022
07;Transporte;Nivel general y divisiones COICOP;720.2962;3.30;58.50;Cuyo;Enero - 2022
07;Transporte;Nivel general y divisiones COICOP;758.3678;3.50;58.40;Patagonia;Enero - 2022
07;Transporte;Nivel general y divisiones COICOP;654.8718;2.80;54.90;Nacional;Enero - 2022
08;Comunicación;Nivel general y divisiones COICOP;539.1585;8.80;26.30;GBA;Enero - 2022
08;Comunicación;Nivel general y divisiones COICOP;532.0055;6.20;26.10;Pampeana;Enero - 2022
08;Comunicación;Nivel general y divisiones COICOP;542.0942;7.30;31.40;Noreste;Enero - 2022
08;Comunicación;Nivel general y divisiones COICOP;574.3108;6.60;27.40;Noroeste;Enero - 2022
08;Comunicación;Nivel general y divisiones COICOP;511.9873;7.30;28.10;Cuyo;Enero - 2022
08;Comunicación;Nivel general y divisiones COICOP;499.7398;6.30;29.30;Patagonia;Enero - 2022
08;Comunicación;Nivel general y divisiones COICOP;536.1267;7.50;26.80;Nacional;Enero - 2022
09;Recreación y cultura;Nivel general y divisiones COICOP;604.4783;5.10;49.30;GBA;Enero - 2022
09;Recreación y cultura;Nivel general y divisiones COICOP;586.9918;3.30;43.10;Pampeana;Enero - 2022
09;Recreación y cultura;Nivel general y divisiones COICOP;577.1529;3.10;41.00;Noreste;Enero - 2022
09;Recreación y cultura;Nivel general y divisiones COICOP;585.7392;3.40;45.30;Noroeste;Enero - 2022
09;Recreación y cultura;Nivel general y divisiones COICOP;585.5443;5.60;46.70;Cuyo;Enero - 2022
09;Recreación y cultura;Nivel general y divisiones COICOP;563.9063;3.00;44.80;Patagonia;Enero - 2022
09;Recreación y cultura;Nivel general y divisiones COICOP;593.0751;4.20;46.20;Nacional;Enero - 2022
10;Educación;Nivel general y divisiones COICOP;525.6626;0.70;62.40;GBA;Enero - 2022
10;Educación;Nivel general y divisiones COICOP;444.7139;0.70;56.50;Pampeana;Enero - 2022
10;Educación;Nivel general y divisiones COICOP;464.2632;0.50;41.10;Noreste;Enero - 2022
10;Educación;Nivel general y divisiones COICOP;518.885;1.30;47.10;Noroeste;Enero - 2022
10;Educación;Nivel general y divisiones COICOP;426.9505;0.90;44.20;Cuyo;Enero - 2022
10;Educación;Nivel general y divisiones COICOP;371.4297;0.30;37.80;Patagonia;Enero - 2022
10;Educación;Nivel general y divisiones COICOP;482.7713;0.80;56.40;Nacional;Enero - 2022
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;610.0734;5.90;68.30;GBA;Enero - 2022
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;599.4918;4.90;62.50;Pampeana;Enero - 2022
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;621.0082;5.50;67.70;Noreste;Enero - 2022
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;629.0815;5.40;65.00;Noroeste;Enero - 2022
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;662.6353;8.70;68.70;Cuyo;Enero - 2022
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;538.7371;6.10;63.70;Patagonia;Enero - 2022
