"Codigo";"Descripcion";"Clasificador";"Indice_IPC";"v_m_IPC";"v_i_a_IPC";"Region";"Periodo_codificado"
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;199.7063;2.70;44.40;Patagonia;Mayo - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202.6055;2.20;48.10;Nacional;Mayo - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;210.9243;2.50;59.50;GBA;Mayo - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;216.7412;2.90;63.40;Pampeana;Mayo - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;218.093;2.80;67.00;Noreste;Mayo - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;212.1594;2.90;65.50;Noroeste;Mayo - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;211.8199;3.60;63.50;Cuyo;Mayo - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;225.6198;3.70;70.50;Patagonia;Mayo - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;214.0404;2.80;62.30;Nacional;Mayo - 2019
Estacional;Na;Categorias;182.0922;0.20;39.20;GBA;Mayo - 2019
Estacional;Na;Categorias;182.2279;0.50;38.00;Pampeana;Mayo - 2019
Estacional;Na;Categorias;177.2502;0.60;42.40;Noreste;Mayo - 2019
Estacional;Na;Categorias;184.8278;2.40;43.40;Noroeste;Mayo - 2019
Estacional;Na;Categorias;173.8014;0.60;39.60;Cuyo;Mayo - 2019
Estacional;Na;Categorias;173.9892;2.90;39.70;Patagonia;Mayo - 2019
Estacional;Na;Categorias;181.3032;0.60;39.30;Nacional;Mayo - 2019
Núcleo;Na;Categorias;213.2333;3.30;57.40;GBA;Mayo - 2019
Núcleo;Na;Categorias;215.0743;3.20;59.50;Pampeana;Mayo - 2019
Núcleo;Na;Categorias;215.259;2.80;60.90;Noreste;Mayo - 2019
Núcleo;Na;Categorias;214.3198;2.90;60.50;Noroeste;Mayo - 2019
Núcleo;Na;Categorias;218.2047;3.10;61.70;Cuyo;Mayo - 2019
Núcleo;Na;Categorias;213.9994;3.20;59.00;Patagonia;Mayo - 2019
Núcleo;Na;Categorias;214.3182;3.20;58.80;Nacional;Mayo - 2019
Regulados;Na;Categorias;252.0521;3.40;61.90;GBA;Mayo - 2019
Regulados;Na;Categorias;257.5242;3.40;59.50;Pampeana;Mayo - 2019
Regulados;Na;Categorias;261.0191;3.80;63.20;Noreste;Mayo - 2019
Regulados;Na;Categorias;284.3213;7.70;63.60;Noroeste;Mayo - 2019
Regulados;Na;Categorias;264.7197;3.10;57.80;Cuyo;Mayo - 2019
Regulados;Na;Categorias;270.4028;4.30;63.10;Patagonia;Mayo - 2019
Regulados;Na;Categorias;257.831;3.70;61.10;Nacional;Mayo - 2019
B;Na;Bienes y servicios;216.4907;3.10;62.10;GBA;Mayo - 2019
B;Na;Bienes y servicios;215.9397;3.20;62.30;Pampeana;Mayo - 2019
B;Na;Bienes y servicios;214.9697;2.70;61.40;Noreste;Mayo - 2019
B;Na;Bienes y servicios;215.004;3.00;62.00;Noroeste;Mayo - 2019
B;Na;Bienes y servicios;218.0847;3.10;64.00;Cuyo;Mayo - 2019
B;Na;Bienes y servicios;215.2851;3.60;63.20;Patagonia;Mayo - 2019
B;Na;Bienes y servicios;216.1589;3.10;62.30;Nacional;Mayo - 2019
S;Na;Bienes y servicios;222.3634;3.00;49.90;GBA;Mayo - 2019
S;Na;Bienes y servicios;227.3132;2.40;46.50;Pampeana;Mayo - 2019
S;Na;Bienes y servicios;231.0381;2.90;52.80;Noreste;Mayo - 2019
S;Na;Bienes y servicios;247.5927;6.30;52.20;Noroeste;Mayo - 2019
S;Na;Bienes y servicios;233.9959;2.40;47.00;Cuyo;Mayo - 2019
S;Na;Bienes y servicios;232.8981;2.90;46.90;Patagonia;Mayo - 2019
S;Na;Bienes y servicios;227.1999;3.00;48.80;Nacional;Mayo - 2019
0;Nivel general;Nivel general y divisiones COICOP;224.6105;2.60;54.80;GBA;Junio - 2019
0;Nivel general;Nivel general y divisiones COICOP;225.5013;2.80;55.70;Pampeana;Junio - 2019
0;Nivel general;Nivel general y divisiones COICOP;224.9806;2.90;59.00;Noreste;Junio - 2019
0;Nivel general;Nivel general y divisiones COICOP;229.3958;2.80;58.30;Noroeste;Junio - 2019
0;Nivel general;Nivel general y divisiones COICOP;228.5075;2.60;56.90;Cuyo;Junio - 2019
0;Nivel general;Nivel general y divisiones COICOP;226.4422;2.80;57.10;Patagonia;Junio - 2019
0;Nivel general;Nivel general y divisiones COICOP;225.537;2.70;55.80;Nacional;Junio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;227.9555;2.70;59.80;GBA;Junio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;225.0407;2.40;60.70;Pampeana;Junio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;228.0631;2.50;62.90;Noreste;Junio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;227.9431;2.10;61.80;Noroeste;Junio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;232.8461;2.40;63.40;Cuyo;Junio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;221.3372;2.90;63.40;Patagonia;Junio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;226.9033;2.60;60.80;Nacional;Junio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;186.2069;2.80;38.50;GBA;Junio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;184.6014;2.60;36.90;Pampeana;Junio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;185.7216;2.60;33.80;Noreste;Junio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;183.6813;2.80;38.60;Noroeste;Junio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;184.7621;2.90;37.50;Cuyo;Junio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;185.7194;2.80;38.80;Patagonia;Junio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;185.3625;2.70;37.70;Nacional;Junio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;187.7146;1.30;45.00;GBA;Junio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;188.1731;2.30;40.90;Pampeana;Junio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;175.1748;2.40;45.30;Noreste;Junio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;179.7817;3.20;39.60;Noroeste;Junio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;174.6995;2.90;44.80;Cuyo;Junio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;179.903;1.90;41.30;Patagonia;Junio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;185.7061;1.90;43.10;Nacional;Junio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;270.5535;2.60;53.20;GBA;Junio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;277.3552;2.60;55.00;Pampeana;Junio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;291.1847;3.80;62.00;Noreste;Junio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;353.2184;3.10;71.00;Noroeste;Junio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;293.8968;2.30;50.50;Cuyo;Junio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;290.1998;2.80;59.00;Patagonia;Junio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;281.0736;2.70;55.60;Nacional;Junio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;215.6745;3.30;58.00;GBA;Junio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;215.9995;3.70;58.50;Pampeana;Junio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;208.9336;3.60;61.10;Noreste;Junio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;212.1571;3.40;59.50;Noroeste;Junio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;215.358;2.60;59.00;Cuyo;Junio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;221.6117;3.70;62.30;Patagonia;Junio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;215.4878;3.40;58.60;Nacional;Junio - 2019
06;Salud;Nivel general y divisiones COICOP;231.8228;2.70;58.60;GBA;Junio - 2019
06;Salud;Nivel general y divisiones COICOP;240.043;3.90;63.70;Pampeana;Junio - 2019
06;Salud;Nivel general y divisiones COICOP;243.7698;4.30;66.10;Noreste;Junio - 2019
06;Salud;Nivel general y divisiones COICOP;239.2954;5.00;67.90;Noroeste;Junio - 2019
06;Salud;Nivel general y divisiones COICOP;249.0156;4.80;68.70;Cuyo;Junio - 2019
06;Salud;Nivel general y divisiones COICOP;240.9543;4.60;62.30;Patagonia;Junio - 2019
06;Salud;Nivel general y divisiones COICOP;236.9165;3.60;61.90;Nacional;Junio - 2019
07;Transporte;Nivel general y divisiones COICOP;237.3329;2.00;63.30;GBA;Junio - 2019
07;Transporte;Nivel general y divisiones COICOP;242.6841;1.30;64.10;Pampeana;Junio - 2019
07;Transporte;Nivel general y divisiones COICOP;246.2181;1.60;67.90;Noreste;Junio - 2019
07;Transporte;Nivel general y divisiones COICOP;238.6925;0.40;59.30;Noroeste;Junio - 2019
07;Transporte;Nivel general y divisiones COICOP;246.8822;1.20;62.50;Cuyo;Junio - 2019
07;Transporte;Nivel general y divisiones COICOP;253.3135;1.50;66.20;Patagonia;Junio - 2019
07;Transporte;Nivel general y divisiones COICOP;240.7657;1.60;63.60;Nacional;Junio - 2019
08;Comunicación;Nivel general y divisiones COICOP;266.2708;7.90;69.20;GBA;Junio - 2019
08;Comunicación;Nivel general y divisiones COICOP;272.484;6.60;62.00;Pampeana;Junio - 2019
08;Comunicación;Nivel general y divisiones COICOP;258.1097;5.90;61.50;Noreste;Junio - 2019
08;Comunicación;Nivel general y divisiones COICOP;277.9078;6.10;62.80;Noroeste;Junio - 2019
08;Comunicación;Nivel general y divisiones COICOP;253.4162;6.60;65.50;Cuyo;Junio - 2019
08;Comunicación;Nivel general y divisiones COICOP;238.1308;6.50;59.70;Patagonia;Junio - 2019
08;Comunicación;Nivel general y divisiones COICOP;266.8665;7.10;65.30;Nacional;Junio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;202.8122;3.20;46.30;GBA;Junio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;211.9304;4.40;49.80;Pampeana;Junio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;206.45;4.30;50.50;Noreste;Junio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;216.2327;4.40;51.40;Noroeste;Junio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;210.8739;2.60;50.70;Cuyo;Junio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;217.6466;3.50;49.60;Patagonia;Junio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;208.1341;3.70;48.50;Nacional;Junio - 2019
10;Educación;Nivel general y divisiones COICOP;228.9437;2.10;47.90;GBA;Junio - 2019
10;Educación;Nivel general y divisiones COICOP;213.396;2.10;35.40;Pampeana;Junio - 2019
10;Educación;Nivel general y divisiones COICOP;235.8091;0.20;41.90;Noreste;Junio - 2019
10;Educación;Nivel general y divisiones COICOP;244.385;0.50;41.10;Noroeste;Junio - 2019
10;Educación;Nivel general y divisiones COICOP;216.243;1.50;35.60;Cuyo;Junio - 2019
10;Educación;Nivel general y divisiones COICOP;209.9311;0.00;32.20;Patagonia;Junio - 2019
10;Educación;Nivel general y divisiones COICOP;223.5381;1.80;41.50;Nacional;Junio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;205.682;2.10;46.30;GBA;Junio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;209.189;2.80;48.00;Pampeana;Junio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;205.7151;2.50;51.10;Noreste;Junio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;213.1929;4.10;57.00;Noroeste;Junio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;212.676;2.30;49.70;Cuyo;Junio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;204.432;2.40;44.70;Patagonia;Junio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;207.737;2.50;47.90;Nacional;Junio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;214.0628;1.50;57.50;GBA;Junio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;222.3257;2.60;62.20;Pampeana;Junio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;224.766;3.10;66.30;Noreste;Junio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;216.5683;2.10;63.50;Noroeste;Junio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;218.6306;3.20;62.40;Cuyo;Junio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;231.1254;2.40;67.70;Patagonia;Junio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;218.5697;2.10;60.60;Nacional;Junio - 2019
Estacional;Na;Categorias;186.9309;2.70;38.50;GBA;Junio - 2019
Estacional;Na;Categorias;186.554;2.40;36.30;Pampeana;Junio - 2019
Estacional;Na;Categorias;181.4751;2.40;43.10;Noreste;Junio - 2019
Estacional;Na;Categorias;188.8215;2.20;41.50;Noroeste;Junio - 2019
Estacional;Na;Categorias;177.4265;2.10;36.50;Cuyo;Junio - 2019
Estacional;Na;Categorias;177.9602;2.30;38.90;Patagonia;Junio - 2019
Estacional;Na;Categorias;185.7752;2.50;38.10;Nacional;Junio - 2019
Núcleo;Na;Categorias;218.7778;2.60;55.00;GBA;Junio - 2019
Núcleo;Na;Categorias;221.1453;2.80;57.60;Pampeana;Junio - 2019
Núcleo;Na;Categorias;221.5656;2.90;60.00;Noreste;Junio - 2019
Núcleo;Na;Categorias;220.7573;3.00;59.20;Noroeste;Junio - 2019
Núcleo;Na;Categorias;224.0888;2.70;59.40;Cuyo;Junio - 2019
Núcleo;Na;Categorias;219.9208;2.80;57.20;Patagonia;Junio - 2019
Núcleo;Na;Categorias;220.1725;2.70;56.70;Nacional;Junio - 2019
Regulados;Na;Categorias;258.7342;2.70;60.50;GBA;Junio - 2019
Regulados;Na;Categorias;265.1563;3.00;59.90;Pampeana;Junio - 2019
Regulados;Na;Categorias;269.2133;3.10;64.30;Noreste;Junio - 2019
Regulados;Na;Categorias;291.7361;2.60;64.50;Noroeste;Junio - 2019
Regulados;Na;Categorias;271.6931;2.60;58.90;Cuyo;Junio - 2019
Regulados;Na;Categorias;278.4102;3.00;65.40;Patagonia;Junio - 2019
Regulados;Na;Categorias;265.016;2.80;60.90;Nacional;Junio - 2019
B;Na;Bienes y servicios;222.3189;2.70;59.70;GBA;Junio - 2019
B;Na;Bienes y servicios;221.8774;2.70;59.40;Pampeana;Junio - 2019
B;Na;Bienes y servicios;221.0739;2.80;60.50;Noreste;Junio - 2019
B;Na;Bienes y servicios;221.0468;2.80;59.90;Noroeste;Junio - 2019
B;Na;Bienes y servicios;223.9457;2.70;61.10;Cuyo;Junio - 2019
B;Na;Bienes y servicios;220.9638;2.60;60.60;Patagonia;Junio - 2019
B;Na;Bienes y servicios;222.0468;2.70;59.80;Nacional;Junio - 2019
S;Na;Bienes y servicios;227.953;2.50;48.40;GBA;Junio - 2019
S;Na;Bienes y servicios;234.0065;2.90;48.00;Pampeana;Junio - 2019
S;Na;Bienes y servicios;238.3646;3.20;54.40;Noreste;Junio - 2019
S;Na;Bienes y servicios;254.6716;2.90;54.10;Noroeste;Junio - 2019
S;Na;Bienes y servicios;239.8032;2.50;48.00;Cuyo;Junio - 2019
S;Na;Bienes y servicios;240.0358;3.10;49.60;Patagonia;Junio - 2019
S;Na;Bienes y servicios;233.4205;2.70;49.00;Nacional;Junio - 2019
0;Nivel general;Nivel general y divisiones COICOP;229.4286;2.10;53.90;GBA;Julio - 2019
0;Nivel general;Nivel general y divisiones COICOP;230.5038;2.20;54.10;Pampeana;Julio - 2019
0;Nivel general;Nivel general y divisiones COICOP;229.1739;1.90;56.60;Noreste;Julio - 2019
0;Nivel general;Nivel general y divisiones COICOP;233.932;2.00;56.10;Noroeste;Julio - 2019
0;Nivel general;Nivel general y divisiones COICOP;234.9103;2.80;55.60;Cuyo;Julio - 2019
0;Nivel general;Nivel general y divisiones COICOP;232.2018;2.50;56.10;Patagonia;Julio - 2019
0;Nivel general;Nivel general y divisiones COICOP;230.494;2.20;54.40;Nacional;Julio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;233.6669;2.50;57.60;GBA;Julio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;230.0146;2.20;58.00;Pampeana;Julio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;232.153;1.80;59.70;Noreste;Julio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;231.1993;1.40;57.40;Noroeste;Julio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;237.2552;1.90;59.70;Cuyo;Julio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;226.5368;2.30;60.80;Patagonia;Julio - 2019
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;232.0295;2.30;58.10;Nacional;Julio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;188.3557;1.20;36.50;GBA;Julio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;185.6962;0.60;34.40;Pampeana;Julio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;188.2138;1.30;31.90;Noreste;Julio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;184.158;0.30;35.20;Noroeste;Julio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;185.7844;0.60;34.60;Cuyo;Julio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;186.9278;0.70;35.80;Patagonia;Julio - 2019
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;186.9476;0.90;35.30;Nacional;Julio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;187.6964;0.00;46.00;GBA;Julio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;188.3922;0.10;41.60;Pampeana;Julio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;177.1789;1.10;45.00;Noreste;Julio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;182.0826;1.30;39.20;Noroeste;Julio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;175.6517;0.50;41.70;Cuyo;Julio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;185.9299;3.40;46.70;Patagonia;Julio - 2019
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;186.345;0.30;43.80;Nacional;Julio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;276.9197;2.40;56.80;GBA;Julio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;283.0166;2.00;54.80;Pampeana;Julio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;294.4477;1.10;61.40;Noreste;Julio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;357.4534;1.20;71.30;Noroeste;Julio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;305.933;4.10;54.40;Cuyo;Julio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;296.8043;2.30;59.60;Patagonia;Julio - 2019
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;287.2242;2.20;57.40;Nacional;Julio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;220.6806;2.30;54.90;GBA;Julio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;221.9525;2.80;56.40;Pampeana;Julio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;214.5294;2.70;59.60;Noreste;Julio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;216.4343;2.00;56.10;Noroeste;Julio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;221.7532;3.00;57.60;Cuyo;Julio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;227.8503;2.80;59.60;Patagonia;Julio - 2019
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;220.9243;2.50;56.10;Nacional;Julio - 2019
06;Salud;Nivel general y divisiones COICOP;240.7959;3.90;60.80;GBA;Julio - 2019
06;Salud;Nivel general y divisiones COICOP;251.0776;4.60;65.90;Pampeana;Julio - 2019
06;Salud;Nivel general y divisiones COICOP;254.2934;4.30;68.50;Noreste;Julio - 2019
06;Salud;Nivel general y divisiones COICOP;247.5456;3.40;67.80;Noroeste;Julio - 2019
06;Salud;Nivel general y divisiones COICOP;258.5861;3.80;70.30;Cuyo;Julio - 2019
06;Salud;Nivel general y divisiones COICOP;250.2419;3.90;64.90;Patagonia;Julio - 2019
06;Salud;Nivel general y divisiones COICOP;246.6508;4.10;64.00;Nacional;Julio - 2019
07;Transporte;Nivel general y divisiones COICOP;237.3299;0.00;56.60;GBA;Julio - 2019
07;Transporte;Nivel general y divisiones COICOP;247.1887;1.90;57.90;Pampeana;Julio - 2019
07;Transporte;Nivel general y divisiones COICOP;248.6965;1.00;57.30;Noreste;Julio - 2019
07;Transporte;Nivel general y divisiones COICOP;245.6305;2.90;55.90;Noroeste;Julio - 2019
07;Transporte;Nivel general y divisiones COICOP;255.5007;3.50;59.10;Cuyo;Julio - 2019
07;Transporte;Nivel general y divisiones COICOP;258.6165;2.10;59.70;Patagonia;Julio - 2019
07;Transporte;Nivel general y divisiones COICOP;243.5064;1.10;57.30;Nacional;Julio - 2019
08;Comunicación;Nivel general y divisiones COICOP;266.7107;0.20;68.80;GBA;Julio - 2019
08;Comunicación;Nivel general y divisiones COICOP;272.6459;0.10;61.20;Pampeana;Julio - 2019
08;Comunicación;Nivel general y divisiones COICOP;259.6914;0.60;60.80;Noreste;Julio - 2019
08;Comunicación;Nivel general y divisiones COICOP;277.9703;0.00;61.20;Noroeste;Julio - 2019
08;Comunicación;Nivel general y divisiones COICOP;254.9996;0.60;64.30;Cuyo;Julio - 2019
08;Comunicación;Nivel general y divisiones COICOP;241.8102;1.50;60.70;Patagonia;Julio - 2019
08;Comunicación;Nivel general y divisiones COICOP;267.4442;0.20;64.60;Nacional;Julio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;211.161;4.10;45.40;GBA;Julio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;220.0141;3.80;46.80;Pampeana;Julio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;211.3623;2.40;49.00;Noreste;Julio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;224.0236;3.60;51.40;Noroeste;Julio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;220.2245;4.40;49.60;Cuyo;Julio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;224.5908;3.20;47.20;Patagonia;Julio - 2019
09;Recreación y cultura;Nivel general y divisiones COICOP;216.1836;3.90;46.80;Nacional;Julio - 2019
10;Educación;Nivel general y divisiones COICOP;234.0668;2.20;47.90;GBA;Julio - 2019
10;Educación;Nivel general y divisiones COICOP;217.2125;1.80;35.80;Pampeana;Julio - 2019
10;Educación;Nivel general y divisiones COICOP;240.4707;2.00;43.50;Noreste;Julio - 2019
10;Educación;Nivel general y divisiones COICOP;251.7763;3.00;42.70;Noroeste;Julio - 2019
10;Educación;Nivel general y divisiones COICOP;218.5696;1.10;35.70;Cuyo;Julio - 2019
10;Educación;Nivel general y divisiones COICOP;214.8614;2.30;33.70;Patagonia;Julio - 2019
10;Educación;Nivel general y divisiones COICOP;228.213;2.10;41.90;Nacional;Julio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;211.426;2.80;46.00;GBA;Julio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;214.5196;2.50;48.20;Pampeana;Julio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;211.5652;2.80;51.70;Noreste;Julio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;220.9991;3.70;56.10;Noroeste;Julio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;224.9904;5.80;52.00;Cuyo;Julio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;211.2251;3.30;46.70;Patagonia;Julio - 2019
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;213.878;3.00;48.10;Nacional;Julio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;220.5043;3.00;55.50;GBA;Julio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;227.3458;2.30;59.80;Pampeana;Julio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;231.7055;3.10;64.60;Noreste;Julio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;222.5813;2.80;62.00;Noroeste;Julio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;224.673;2.80;62.20;Cuyo;Julio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;236.5118;2.30;66.80;Patagonia;Julio - 2019
12;Bienes y servicios varios;Nivel general y divisiones COICOP;224.4509;2.70;58.70;Nacional;Julio - 2019
Estacional;Na;Categorias;194.6997;4.20;38.60;GBA;Julio - 2019
Estacional;Na;Categorias;193.6229;3.80;37.20;Pampeana;Julio - 2019
Estacional;Na;Categorias;185.4938;2.20;42.90;Noreste;Julio - 2019
Estacional;Na;Categorias;191.0737;1.20;36.30;Noroeste;Julio - 2019
Estacional;Na;Categorias;182.8741;3.10;32.40;Cuyo;Julio - 2019
Estacional;Na;Categorias;183.9675;3.40;40.20;Patagonia;Julio - 2019
Estacional;Na;Categorias;192.5377;3.60;37.90;Nacional;Julio - 2019
Núcleo;Na;Categorias;223.4054;2.10;53.90;GBA;Julio - 2019
Núcleo;Na;Categorias;225.8078;2.10;55.60;Pampeana;Julio - 2019
Núcleo;Na;Categorias;226.0473;2.00;57.90;Noreste;Julio - 2019
Núcleo;Na;Categorias;225.6099;2.20;57.20;Noroeste;Julio - 2019
Núcleo;Na;Categorias;229.712;2.50;57.70;Cuyo;Julio - 2019
Núcleo;Na;Categorias;225.1869;2.40;55.60;Patagonia;Julio - 2019
Núcleo;Na;Categorias;224.9011;2.10;55.10;Nacional;Julio - 2019
Regulados;Na;Categorias;262.7838;1.60;59.70;GBA;Julio - 2019
Regulados;Na;Categorias;270.0869;1.90;58.00;Pampeana;Julio - 2019
